alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,1.0,1.0,0.001,0.001,0.990474,0.99776,0.32891
1.0,1.0,1.0,0.001,0.0001,0.991458,0.997806,0.332336
1.0,1.0,1.0,0.0001,0.1,0.9526,0.99429,0.289828
1.0,1.0,1.0,0.0001,0.01,0.746331,0.980917,0.145991
1.0,1.0,1.0,0.0001,0.001,0.941264,0.993153,0.274879
1.0,1.0,1.0,0.0001,0.0001,0.988618,0.997456,0.327069
1.0,1.0,10.0,0.01,0.1,0.985249,0.997122,0.326461
1.0,1.0,10.0,0.01,0.01,0.981319,0.996796,0.322399
1.0,1.0,10.0,0.01,0.001,0.979398,0.996602,0.3225
1.0,1.0,10.0,0.01,0.0001,0.936281,0.991564,0.250445
1.0,1.0,10.0,0.001,0.1,0.923511,0.988311,0.247444
1.0,1.0,10.0,0.001,0.01,0.839678,0.984695,0.219572
1.0,1.0,10.0,0.001,0.001,0.922001,0.991781,0.25652
1.0,1.0,10.0,0.001,0.0001,0.963646,0.992632,0.286404
1.0,1.0,10.0,0.0001,0.1,0.750627,0.983643,0.156329
1.0,1.0,10.0,0.0001,0.01,0.895976,0.99076,0.248779
1.0,1.0,10.0,0.0001,0.001,0.749704,0.985492,0.15733
1.0,1.0,10.0,0.0001,0.0001,0.814124,0.984514,0.173727
1.0,10.0,0.0,0.01,0.1,0.989671,0.998563,0.359129
1.0,10.0,0.0,0.01,0.01,0.991773,0.998624,0.353078
1.0,10.0,0.0,0.01,0.001,0.994256,0.998319,0.346891
1.0,10.0,0.0,0.01,0.0001,0.991513,0.998425,0.350104
1.0,10.0,0.0,0.001,0.1,0.990557,0.998646,0.351782
1.0,10.0,0.0,0.001,0.01,0.995249,0.998989,0.363161
1.0,10.0,0.0,0.001,0.001,0.992175,0.998939,0.357315
1.0,10.0,0.0,0.001,0.0001,0.988511,0.99865,0.354443
1.0,10.0,0.0,0.0001,0.1,0.947088,0.994055,0.276149
1.0,10.0,0.0,0.0001,0.01,0.875911,0.992332,0.232207
1.0,10.0,0.0,0.0001,0.001,0.992815,0.998207,0.344268
1.0,10.0,0.0,0.0001,0.0001,0.989536,0.997257,0.318901
1.0,10.0,0.1,0.01,0.1,0.99135,0.998667,0.359907
1.0,10.0,0.1,0.01,0.01,0.993096,0.998797,0.359791
1.0,10.0,0.1,0.01,0.001,0.994519,0.998223,0.346983
1.0,10.0,0.1,0.01,0.0001,0.992386,0.998627,0.351156
1.0,10.0,0.1,0.001,0.1,0.99277,0.999123,0.365261
1.0,10.0,0.1,0.001,0.01,0.991762,0.998703,0.356053
1.0,10.0,0.1,0.001,0.001,0.991908,0.998845,0.361529
1.0,10.0,0.1,0.001,0.0001,0.99251,0.998754,0.356496
1.0,10.0,0.1,0.0001,0.1,0.96447,0.995583,0.284903
1.0,10.0,0.1,0.0001,0.01,0.990222,0.997726,0.328836
1.0,10.0,0.1,0.0001,0.001,0.990163,0.997272,0.315419
1.0,10.0,0.1,0.0001,0.0001,0.985928,0.99776,0.337801
1.0,10.0,1.0,0.01,0.1,0.991894,0.998624,0.360435
1.0,10.0,1.0,0.01,0.01,0.991728,0.998716,0.35435
1.0,10.0,1.0,0.01,0.001,0.993172,0.998616,0.354896
1.0,10.0,1.0,0.01,0.0001,0.991984,0.998653,0.354616
1.0,10.0,1.0,0.001,0.1,0.994574,0.998928,0.359192
1.0,10.0,1.0,0.001,0.01,0.992929,0.998604,0.356296
1.0,10.0,1.0,0.001,0.001,0.993445,0.998805,0.358958
1.0,10.0,1.0,0.001,0.0001,0.990613,0.99846,0.352302
1.0,10.0,1.0,0.0001,0.1,0.946337,0.995284,0.285249
1.0,10.0,1.0,0.0001,0.01,0.988895,0.99714,0.314522
1.0,10.0,1.0,0.0001,0.001,0.991745,0.99867,0.352951
1.0,10.0,1.0,0.0001,0.0001,0.955374,0.995839,0.284876
1.0,10.0,10.0,0.01,0.1,0.989972,0.99846,0.359737
1.0,10.0,10.0,0.01,0.01,0.993383,0.99793,0.332221
1.0,10.0,10.0,0.01,0.001,0.991413,0.997635,0.326344
1.0,10.0,10.0,0.01,0.0001,0.987521,0.997391,0.331883
1.0,10.0,10.0,0.001,0.1,0.9924,0.998084,0.336604
1.0,10.0,10.0,0.001,0.01,0.991243,0.997765,0.327173
1.0,10.0,10.0,0.001,0.001,0.990097,0.997956,0.334958
1.0,10.0,10.0,0.001,0.0001,0.992753,0.998177,0.341518
1.0,10.0,10.0,0.0001,0.1,0.971908,0.99523,0.28439
1.0,10.0,10.0,0.0001,0.01,0.883681,0.9884,0.235836
1.0,10.0,10.0,0.0001,0.001,0.92089,0.99458,0.266295
1.0,10.0,10.0,0.0001,0.0001,0.915235,0.990742,0.245054
