alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,0.1,0.1,0.01,0.0001,0.986627,0.978999,0.247731
1.0,0.1,0.1,0.001,0.1,0.976868,0.983913,0.345667
1.0,0.1,0.1,0.001,0.01,0.985339,0.984253,0.322228
1.0,0.1,0.1,0.001,0.001,0.982684,0.979133,0.279192
1.0,0.1,0.1,0.001,0.0001,0.983497,0.980665,0.275692
1.0,0.1,0.1,0.0001,0.1,0.941373,0.981096,0.286635
1.0,0.1,0.1,0.0001,0.01,0.973674,0.980026,0.298769
1.0,0.1,0.1,0.0001,0.001,0.976849,0.984502,0.369429
1.0,0.1,0.1,0.0001,0.0001,0.981056,0.979449,0.277011
1.0,0.1,1.0,0.01,0.1,0.935462,0.968811,0.317401
1.0,0.1,1.0,0.01,0.01,0.987578,0.981635,0.274908
1.0,0.1,1.0,0.01,0.001,0.774733,0.945815,0.076385
1.0,0.1,1.0,0.01,0.0001,0.677581,0.943584,0.061657
1.0,0.1,1.0,0.001,0.1,0.916527,0.96821,0.186956
1.0,0.1,1.0,0.001,0.01,0.794713,0.936232,0.08275
1.0,0.1,1.0,0.001,0.001,0.87651,0.951101,0.122572
1.0,0.1,1.0,0.001,0.0001,0.915436,0.953543,0.115037
1.0,0.1,1.0,0.0001,0.1,0.873203,0.967833,0.194456
1.0,0.1,1.0,0.0001,0.01,0.850478,0.95785,0.137524
1.0,0.1,1.0,0.0001,0.001,0.926077,0.968127,0.259284
1.0,0.1,1.0,0.0001,0.0001,0.867874,0.951436,0.145314
1.0,0.1,10.0,0.01,0.1,0.900893,0.968035,0.186667
1.0,0.1,10.0,0.01,0.01,0.703457,0.949977,0.063644
1.0,0.1,10.0,0.01,0.001,0.736312,0.948823,0.094989
1.0,0.1,10.0,0.01,0.0001,0.790841,0.955049,0.095806
1.0,0.1,10.0,0.001,0.1,0.757822,0.952381,0.140077
1.0,0.1,10.0,0.001,0.01,0.776783,0.925298,0.061599
1.0,0.1,10.0,0.001,0.001,0.890225,0.952288,0.139091
1.0,0.1,10.0,0.001,0.0001,0.806638,0.943747,0.07064
1.0,0.1,10.0,0.0001,0.1,0.850152,0.958006,0.123802
1.0,0.1,10.0,0.0001,0.01,0.864934,0.95557,0.156792
1.0,0.1,10.0,0.0001,0.001,0.911454,0.966699,0.20197
1.0,0.1,10.0,0.0001,0.0001,0.814413,0.944757,0.132243
1.0,1.0,0.0,0.01,0.1,0.980646,0.988418,0.4678
1.0,1.0,0.0,0.01,0.01,0.984508,0.99023,0.488569
1.0,1.0,0.0,0.01,0.001,0.986721,0.98859,0.44352
1.0,1.0,0.0,0.01,0.0001,0.988549,0.985443,0.367833
1.0,1.0,0.0,0.001,0.1,0.985,0.990026,0.513441
1.0,1.0,0.0,0.001,0.01,0.987171,0.989926,0.502399
1.0,1.0,0.0,0.001,0.001,0.987639,0.990613,0.503959
1.0,1.0,0.0,0.001,0.0001,0.982964,0.988825,0.451206
1.0,1.0,0.0,0.0001,0.1,0.985571,0.989268,0.478002
1.0,1.0,0.0,0.0001,0.01,0.984294,0.985157,0.376699
1.0,1.0,0.0,0.0001,0.001,0.982877,0.98924,0.459404
1.0,1.0,0.0,0.0001,0.0001,0.979889,0.987032,0.421339
1.0,1.0,0.1,0.01,0.1,0.97831,0.986497,0.49105
1.0,1.0,0.1,0.01,0.01,0.986437,0.987585,0.425211
1.0,1.0,0.1,0.01,0.001,0.984889,0.98915,0.440682
1.0,1.0,0.1,0.01,0.0001,0.987161,0.987607,0.415122
1.0,1.0,0.1,0.001,0.1,0.985322,0.990212,0.500976
1.0,1.0,0.1,0.001,0.01,0.987112,0.989089,0.474802
1.0,1.0,0.1,0.001,0.001,0.98597,0.990233,0.496729
1.0,1.0,0.1,0.001,0.0001,0.987026,0.989909,0.463097
1.0,1.0,0.1,0.0001,0.1,0.984273,0.987383,0.409676
1.0,1.0,0.1,0.0001,0.01,0.983861,0.989587,0.508732
1.0,1.0,0.1,0.0001,0.001,0.985093,0.986167,0.387112
1.0,1.0,0.1,0.0001,0.0001,0.984235,0.984859,0.369811
1.0,1.0,1.0,0.01,0.1,0.971015,0.984609,0.413418
1.0,1.0,1.0,0.01,0.01,0.984231,0.985639,0.39411
1.0,1.0,1.0,0.01,0.001,0.984747,0.980916,0.301409
1.0,1.0,1.0,0.01,0.0001,0.98106,0.979579,0.262235
1.0,1.0,1.0,0.001,0.1,0.983414,0.985198,0.360756
1.0,1.0,1.0,0.001,0.01,0.985166,0.980701,0.286957
1.0,1.0,1.0,0.001,0.001,0.982929,0.979166,0.275506
1.0,1.0,1.0,0.001,0.0001,0.980097,0.980804,0.291958
1.0,1.0,1.0,0.0001,0.1,0.982566,0.985312,0.399612
1.0,1.0,1.0,0.0001,0.01,0.95143,0.978506,0.270301
1.0,1.0,1.0,0.0001,0.001,0.949675,0.974779,0.256054
1.0,1.0,1.0,0.0001,0.0001,0.949069,0.975863,0.27793
1.0,1.0,10.0,0.01,0.1,0.977043,0.98033,0.309755
1.0,1.0,10.0,0.01,0.01,0.770561,0.951952,0.08587
1.0,1.0,10.0,0.01,0.001,0.768378,0.939845,0.065454
1.0,1.0,10.0,0.01,0.0001,0.838916,0.960796,0.094606
1.0,1.0,10.0,0.001,0.1,0.816319,0.940178,0.092495
1.0,1.0,10.0,0.001,0.01,0.833937,0.944475,0.084142
1.0,1.0,10.0,0.001,0.001,0.812355,0.944114,0.093344
1.0,1.0,10.0,0.001,0.0001,0.844816,0.940538,0.086864
1.0,1.0,10.0,0.0001,0.1,0.783546,0.953397,0.147491
1.0,1.0,10.0,0.0001,0.01,0.841357,0.953469,0.111177
1.0,1.0,10.0,0.0001,0.001,0.849242,0.956503,0.177282
1.0,1.0,10.0,0.0001,0.0001,0.944114,0.969062,0.226046
1.0,10.0,0.0,0.01,0.1,0.985294,0.989917,0.520184
1.0,10.0,0.0,0.01,0.01,0.988906,0.988625,0.462577
1.0,10.0,0.0,0.01,0.001,0.983591,0.987595,0.396327
1.0,10.0,0.0,0.01,0.0001,0.985374,0.985927,0.379579
1.0,10.0,0.0,0.001,0.1,0.986787,0.990156,0.4842
1.0,10.0,0.0,0.001,0.01,0.98527,0.990966,0.520629
1.0,10.0,0.0,0.001,0.001,0.984716,0.990231,0.506652
1.0,10.0,0.0,0.001,0.0001,0.983023,0.98928,0.460195
1.0,10.0,0.0,0.0001,0.1,0.982344,0.982802,0.336277
1.0,10.0,0.0,0.0001,0.01,0.983452,0.98922,0.4573
1.0,10.0,0.0,0.0001,0.001,0.984861,0.987742,0.41842
1.0,10.0,0.0,0.0001,0.0001,0.983428,0.988347,0.436071
1.0,10.0,0.1,0.01,0.1,0.985516,0.988837,0.480277
1.0,10.0,0.1,0.01,0.01,0.986278,0.98629,0.399315
1.0,10.0,0.1,0.01,0.001,0.988497,0.981553,0.275851
1.0,10.0,0.1,0.01,0.0001,0.985045,0.979883,0.246952
1.0,10.0,0.1,0.001,0.1,0.985083,0.991296,0.529581
1.0,10.0,0.1,0.001,0.01,0.986143,0.991586,0.534673
1.0,10.0,0.1,0.001,0.001,0.984702,0.989375,0.496877
1.0,10.0,0.1,0.001,0.0001,0.984792,0.990602,0.499166
1.0,10.0,0.1,0.0001,0.1,0.985499,0.985926,0.353133
1.0,10.0,0.1,0.0001,0.01,0.983279,0.988896,0.469065
1.0,10.0,0.1,0.0001,0.001,0.988258,0.986793,0.418797
1.0,10.0,0.1,0.0001,0.0001,0.987171,0.99014,0.476178
1.0,10.0,1.0,0.01,0.1,0.986094,0.989326,0.452545
1.0,10.0,1.0,0.01,0.01,0.98857,0.987996,0.438532
1.0,10.0,1.0,0.01,0.001,0.98617,0.984668,0.334719
1.0,10.0,1.0,0.01,0.0001,0.9876,0.984321,0.345366
1.0,10.0,1.0,0.001,0.1,0.983708,0.990385,0.48954
1.0,10.0,1.0,0.001,0.01,0.986624,0.990266,0.49983
1.0,10.0,1.0,0.001,0.001,0.985218,0.990595,0.492047
1.0,10.0,1.0,0.001,0.0001,0.985758,0.990254,0.48727
1.0,10.0,1.0,0.0001,0.1,0.985135,0.988965,0.451114
1.0,10.0,1.0,0.0001,0.01,0.983618,0.98361,0.337534
1.0,10.0,1.0,0.0001,0.001,0.986555,0.987706,0.435966
1.0,10.0,1.0,0.0001,0.0001,0.985187,0.986742,0.386354
1.0,10.0,10.0,0.01,0.1,0.977542,0.97956,0.257488
1.0,10.0,10.0,0.01,0.01,0.985526,0.979598,0.268949
1.0,10.0,10.0,0.01,0.001,0.986188,0.977846,0.225783
1.0,10.0,10.0,0.01,0.0001,0.98054,0.975693,0.201169
1.0,10.0,10.0,0.001,0.1,0.982171,0.980458,0.279909
1.0,10.0,10.0,0.001,0.01,0.985959,0.984519,0.365715
1.0,10.0,10.0,0.001,0.001,0.984082,0.981365,0.298852
1.0,10.0,10.0,0.001,0.0001,0.985464,0.981198,0.300497
1.0,10.0,10.0,0.0001,0.1,0.984726,0.983557,0.343938
1.0,10.0,10.0,0.0001,0.01,0.977372,0.979472,0.284735
1.0,10.0,10.0,0.0001,0.001,0.967687,0.980814,0.300716
1.0,10.0,10.0,0.0001,0.0001,0.949972,0.97259,0.250475
