alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,0.1,0.0,0.01,0.1,0.667695,0.966498,0.481985
1.0,0.1,0.0,0.01,0.01,0.686241,0.965846,0.497832
1.0,0.1,0.0,0.01,0.001,0.716743,0.976295,0.592527
1.0,0.1,0.0,0.01,0.0001,0.738432,0.97258,0.563469
1.0,0.1,0.0,0.001,0.1,0.718691,0.974319,0.58124
1.0,0.1,0.0,0.001,0.01,0.766153,0.981453,0.60138
1.0,0.1,0.0,0.001,0.001,0.737546,0.976144,0.560237
1.0,0.1,0.0,0.001,0.0001,0.725184,0.973054,0.573453
1.0,0.1,0.0,0.0001,0.1,0.645378,0.961867,0.454538
1.0,0.1,0.0,0.0001,0.01,0.697488,0.973194,0.572521
1.0,0.1,0.0,0.0001,0.001,0.695821,0.96856,0.528469
1.0,0.1,0.0,0.0001,0.0001,0.707843,0.969234,0.54718
1.0,0.1,0.1,0.01,0.1,0.66919,0.964566,0.48918
1.0,0.1,0.1,0.01,0.01,0.653807,0.965845,0.533335
1.0,0.1,0.1,0.01,0.001,0.708249,0.977231,0.573912
1.0,0.1,0.1,0.01,0.0001,0.708675,0.976161,0.556163
1.0,0.1,0.1,0.001,0.1,0.651531,0.972964,0.562732
1.0,0.1,0.1,0.001,0.01,0.738179,0.969692,0.546856
1.0,0.1,0.1,0.001,0.001,0.723464,0.980942,0.606388
1.0,0.1,0.1,0.001,0.0001,0.662289,0.965892,0.494835
1.0,0.1,0.1,0.0001,0.1,0.700257,0.962733,0.45653
1.0,0.1,0.1,0.0001,0.01,0.701861,0.971218,0.543447
1.0,0.1,0.1,0.0001,0.001,0.709297,0.968938,0.520413
1.0,0.1,0.1,0.0001,0.0001,0.731921,0.974564,0.565939
1.0,0.1,1.0,0.01,0.1,0.683857,0.965058,0.458087
1.0,0.1,1.0,0.01,0.01,0.680078,0.967521,0.42689
1.0,0.1,1.0,0.01,0.001,0.682742,0.973161,0.542417
1.0,0.1,1.0,0.01,0.0001,0.685052,0.965915,0.458365
1.0,0.1,1.0,0.001,0.1,0.690724,0.966091,0.386932
1.0,0.1,1.0,0.001,0.01,0.710874,0.973245,0.552858
1.0,0.1,1.0,0.001,0.001,0.714495,0.973982,0.571154
1.0,0.1,1.0,0.001,0.0001,0.697074,0.971466,0.525794
1.0,0.1,1.0,0.0001,0.1,0.670972,0.967231,0.515336
1.0,0.1,1.0,0.0001,0.01,0.698246,0.969017,0.474443
1.0,0.1,1.0,0.0001,0.001,0.718414,0.974613,0.548614
1.0,0.1,1.0,0.0001,0.0001,0.645877,0.953972,0.210866
1.0,0.1,10.0,0.01,0.1,0.701205,0.973749,0.496412
1.0,0.1,10.0,0.01,0.01,0.682704,0.970075,0.519549
1.0,0.1,10.0,0.01,0.001,0.68965,0.968784,0.488254
1.0,0.1,10.0,0.01,0.0001,0.683827,0.964089,0.445372
1.0,0.1,10.0,0.001,0.1,0.708995,0.968053,0.537572
1.0,0.1,10.0,0.001,0.01,0.652305,0.970956,0.525311
1.0,0.1,10.0,0.001,0.001,0.67188,0.960815,0.470544
1.0,0.1,10.0,0.001,0.0001,0.713208,0.974967,0.574981
1.0,0.1,10.0,0.0001,0.1,0.687983,0.971894,0.541804
1.0,0.1,10.0,0.0001,0.01,0.665276,0.963906,0.448087
1.0,0.1,10.0,0.0001,0.001,0.708027,0.967574,0.53516
1.0,0.1,10.0,0.0001,0.0001,0.699103,0.96424,0.454779
1.0,1.0,0.0,0.01,0.1,0.656001,0.964903,0.480053
1.0,1.0,0.0,0.01,0.01,0.730187,0.974875,0.581751
1.0,1.0,0.0,0.01,0.001,0.734362,0.977824,0.579729
1.0,1.0,0.0,0.01,0.0001,0.739595,0.972595,0.554747
1.0,1.0,0.0,0.001,0.1,0.738125,0.976911,0.604033
1.0,1.0,0.0,0.001,0.01,0.724087,0.969129,0.509299
1.0,1.0,0.0,0.001,0.001,0.701429,0.972269,0.571344
1.0,1.0,0.0,0.001,0.0001,0.67225,0.968963,0.549817
1.0,1.0,0.0,0.0001,0.1,0.67888,0.965452,0.469625
1.0,1.0,0.0,0.0001,0.01,0.718231,0.972343,0.580572
1.0,1.0,0.0,0.0001,0.001,0.725282,0.974578,0.5848
1.0,1.0,0.0,0.0001,0.0001,0.717743,0.970431,0.562593
1.0,1.0,0.1,0.01,0.1,0.618875,0.965905,0.491143
1.0,1.0,0.1,0.01,0.01,0.710611,0.975882,0.591501
1.0,1.0,0.1,0.01,0.001,0.736375,0.977519,0.594647
1.0,1.0,0.1,0.01,0.0001,0.717576,0.972287,0.571522
1.0,1.0,0.1,0.001,0.1,0.733229,0.978434,0.607283
1.0,1.0,0.1,0.001,0.01,0.725176,0.976132,0.583202
1.0,1.0,0.1,0.001,0.001,0.720224,0.970491,0.557952
1.0,1.0,0.1,0.001,0.0001,0.712882,0.972298,0.545372
1.0,1.0,0.1,0.0001,0.1,0.71425,0.97182,0.565183
1.0,1.0,0.1,0.0001,0.01,0.718761,0.97166,0.574208
1.0,1.0,0.1,0.0001,0.001,0.681505,0.965825,0.489878
1.0,1.0,0.1,0.0001,0.0001,0.721353,0.971866,0.560375
1.0,1.0,1.0,0.01,0.1,0.637712,0.96312,0.464116
1.0,1.0,1.0,0.01,0.01,0.758627,0.976493,0.590173
1.0,1.0,1.0,0.01,0.001,0.726998,0.967598,0.543762
1.0,1.0,1.0,0.01,0.0001,0.698827,0.97024,0.44793
1.0,1.0,1.0,0.001,0.1,0.751966,0.977292,0.6093
1.0,1.0,1.0,0.001,0.01,0.683469,0.965405,0.499041
1.0,1.0,1.0,0.001,0.001,0.720793,0.972648,0.563456
1.0,1.0,1.0,0.001,0.0001,0.689405,0.970152,0.441989
1.0,1.0,1.0,0.0001,0.1,0.713463,0.972372,0.577806
1.0,1.0,1.0,0.0001,0.01,0.712492,0.971789,0.564705
1.0,1.0,1.0,0.0001,0.001,0.739836,0.970445,0.466312
1.0,1.0,1.0,0.0001,0.0001,0.673745,0.970787,0.564022
1.0,1.0,10.0,0.01,0.1,0.710925,0.975862,0.541105
1.0,1.0,10.0,0.01,0.01,0.707255,0.97169,0.538031
1.0,1.0,10.0,0.01,0.001,0.651798,0.968397,0.487187
1.0,1.0,10.0,0.01,0.0001,0.663088,0.976004,0.498212
1.0,1.0,10.0,0.001,0.1,0.737791,0.98032,0.589379
1.0,1.0,10.0,0.001,0.01,0.736196,0.966195,0.549008
1.0,1.0,10.0,0.001,0.001,0.707876,0.969458,0.515437
1.0,1.0,10.0,0.001,0.0001,0.673926,0.963444,0.413111
1.0,1.0,10.0,0.0001,0.1,0.634476,0.970459,0.473726
1.0,1.0,10.0,0.0001,0.01,0.68766,0.963053,0.50887
1.0,1.0,10.0,0.0001,0.001,0.694579,0.971065,0.55708
1.0,1.0,10.0,0.0001,0.0001,0.702716,0.960441,0.362025
1.0,10.0,0.0,0.01,0.1,0.74334,0.975533,0.589192
1.0,10.0,0.0,0.01,0.01,0.763969,0.974841,0.574785
1.0,10.0,0.0,0.01,0.001,0.716049,0.975219,0.577737
1.0,10.0,0.0,0.01,0.0001,0.708294,0.972646,0.566497
1.0,10.0,0.0,0.001,0.1,0.733434,0.96938,0.464084
1.0,10.0,0.0,0.001,0.01,0.710343,0.975941,0.588197
1.0,10.0,0.0,0.001,0.001,0.727905,0.972432,0.552285
1.0,10.0,0.0,0.001,0.0001,0.706373,0.97356,0.586614
1.0,10.0,0.0,0.0001,0.1,0.646812,0.964707,0.493322
1.0,10.0,0.0,0.0001,0.01,0.68768,0.969085,0.533682
1.0,10.0,0.0,0.0001,0.001,0.668293,0.967468,0.528946
1.0,10.0,0.0,0.0001,0.0001,0.707278,0.971017,0.486741
1.0,10.0,0.1,0.01,0.1,0.71816,0.976207,0.590756
1.0,10.0,0.1,0.01,0.01,0.734162,0.976056,0.57994
1.0,10.0,0.1,0.01,0.001,0.729937,0.970257,0.557015
1.0,10.0,0.1,0.01,0.0001,0.733897,0.971913,0.564166
1.0,10.0,0.1,0.001,0.1,0.739521,0.974582,0.564457
1.0,10.0,0.1,0.001,0.01,0.69456,0.967185,0.496155
1.0,10.0,0.1,0.001,0.001,0.706772,0.971652,0.549026
1.0,10.0,0.1,0.001,0.0001,0.688411,0.977716,0.593242
1.0,10.0,0.1,0.0001,0.1,0.682259,0.969416,0.496552
1.0,10.0,0.1,0.0001,0.01,0.692627,0.970127,0.549747
1.0,10.0,0.1,0.0001,0.001,0.693486,0.969835,0.529145
1.0,10.0,0.1,0.0001,0.0001,0.699531,0.967683,0.509789
1.0,10.0,1.0,0.01,0.1,0.772278,0.977199,0.603292
1.0,10.0,1.0,0.01,0.01,0.712575,0.97326,0.582031
1.0,10.0,1.0,0.01,0.001,0.716476,0.973116,0.572784
1.0,10.0,1.0,0.01,0.0001,0.719405,0.976935,0.591294
1.0,10.0,1.0,0.001,0.1,0.742682,0.975692,0.603306
1.0,10.0,1.0,0.001,0.01,0.719662,0.970258,0.503469
1.0,10.0,1.0,0.001,0.001,0.705918,0.976586,0.586258
1.0,10.0,1.0,0.001,0.0001,0.738057,0.968445,0.538093
1.0,10.0,1.0,0.0001,0.1,0.732129,0.972602,0.523154
1.0,10.0,1.0,0.0001,0.01,0.710729,0.971726,0.568717
1.0,10.0,1.0,0.0001,0.001,0.632104,0.962948,0.484487
1.0,10.0,1.0,0.0001,0.0001,0.696067,0.961282,0.425637
1.0,10.0,10.0,0.01,0.1,0.71926,0.978868,0.606821
1.0,10.0,10.0,0.01,0.01,0.743215,0.972686,0.563343
1.0,10.0,10.0,0.01,0.001,0.700353,0.974691,0.541623
1.0,10.0,10.0,0.01,0.0001,0.713171,0.976861,0.579882
1.0,10.0,10.0,0.001,0.1,0.714817,0.975319,0.594583
1.0,10.0,10.0,0.001,0.01,0.673821,0.96728,0.491246
1.0,10.0,10.0,0.001,0.001,0.702455,0.971285,0.535292
1.0,10.0,10.0,0.001,0.0001,0.665664,0.972146,0.573023
1.0,10.0,10.0,0.0001,0.1,0.682114,0.973195,0.538766
1.0,10.0,10.0,0.0001,0.01,0.636227,0.964363,0.498879
1.0,10.0,10.0,0.0001,0.001,0.675167,0.968933,0.53878
1.0,10.0,10.0,0.0001,0.0001,0.687776,0.976042,0.586411
