alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,1.0,0.0,0.0001,0.0001,0.974162,0.980203,0.366851
1.0,1.0,0.1,0.01,0.1,0.967188,0.979345,0.480026
1.0,1.0,0.1,0.01,0.01,0.968217,0.983592,0.474369
1.0,1.0,0.1,0.01,0.001,0.976461,0.98341,0.447936
1.0,1.0,0.1,0.01,0.0001,0.976489,0.982341,0.405147
1.0,1.0,0.1,0.001,0.1,0.975187,0.986094,0.52835
1.0,1.0,0.1,0.001,0.01,0.975139,0.985332,0.507898
1.0,1.0,0.1,0.001,0.001,0.974077,0.985477,0.515795
1.0,1.0,0.1,0.001,0.0001,0.973272,0.986665,0.517629
1.0,1.0,0.1,0.0001,0.1,0.972725,0.982155,0.421563
1.0,1.0,0.1,0.0001,0.01,0.969065,0.981848,0.417172
1.0,1.0,0.1,0.0001,0.001,0.955571,0.978096,0.299147
1.0,1.0,0.1,0.0001,0.0001,0.973847,0.984247,0.452563
1.0,1.0,1.0,0.01,0.1,0.95603,0.980274,0.453761
1.0,1.0,1.0,0.01,0.01,0.9699,0.977515,0.31403
1.0,1.0,1.0,0.01,0.001,0.959834,0.973266,0.279407
1.0,1.0,1.0,0.01,0.0001,0.969179,0.975595,0.282176
1.0,1.0,1.0,0.001,0.1,0.968537,0.983792,0.495303
1.0,1.0,1.0,0.001,0.01,0.970976,0.977984,0.339429
1.0,1.0,1.0,0.001,0.001,0.973324,0.978576,0.350768
1.0,1.0,1.0,0.001,0.0001,0.970388,0.978438,0.341413
1.0,1.0,1.0,0.0001,0.1,0.969273,0.97861,0.38188
1.0,1.0,1.0,0.0001,0.01,0.957912,0.975946,0.321296
1.0,1.0,1.0,0.0001,0.001,0.967355,0.975664,0.320788
1.0,1.0,1.0,0.0001,0.0001,0.832722,0.958008,0.188508
1.0,1.0,10.0,0.01,0.1,0.878935,0.965478,0.247397
1.0,1.0,10.0,0.01,0.01,0.662336,0.919698,0.076456
1.0,1.0,10.0,0.01,0.001,0.67424,0.928258,0.049411
1.0,1.0,10.0,0.01,0.0001,0.617616,0.914995,0.06621
1.0,1.0,10.0,0.001,0.1,0.662178,0.925927,0.058764
1.0,1.0,10.0,0.001,0.01,0.801409,0.93254,0.107452
1.0,1.0,10.0,0.001,0.001,0.819595,0.938649,0.089449
1.0,1.0,10.0,0.001,0.0001,0.849249,0.941532,0.129194
1.0,1.0,10.0,0.0001,0.1,0.789972,0.939508,0.135912
1.0,1.0,10.0,0.0001,0.01,0.688985,0.933489,0.055443
1.0,1.0,10.0,0.0001,0.001,0.782282,0.951592,0.164347
1.0,1.0,10.0,0.0001,0.0001,0.786231,0.949182,0.145807
1.0,10.0,0.0,0.01,0.1,0.972853,0.984384,0.507926
1.0,10.0,0.0,0.01,0.01,0.973341,0.983665,0.474041
1.0,10.0,0.0,0.01,0.001,0.980665,0.982503,0.447988
1.0,10.0,0.0,0.01,0.0001,0.975336,0.982237,0.378489
1.0,10.0,0.0,0.001,0.1,0.975897,0.98715,0.549346
1.0,10.0,0.0,0.001,0.01,0.974172,0.985894,0.520064
1.0,10.0,0.0,0.001,0.001,0.97036,0.984079,0.489833
1.0,10.0,0.0,0.001,0.0001,0.97366,0.985997,0.512865
1.0,10.0,0.0,0.0001,0.1,0.968314,0.983037,0.445571
1.0,10.0,0.0,0.0001,0.01,0.967763,0.979859,0.349183
1.0,10.0,0.0,0.0001,0.001,0.962313,0.977788,0.314952
1.0,10.0,0.0,0.0001,0.0001,0.962891,0.979218,0.37357
1.0,10.0,0.1,0.01,0.1,0.968591,0.986468,0.534688
1.0,10.0,0.1,0.01,0.01,0.985024,0.983028,0.442778
1.0,10.0,0.1,0.01,0.001,0.977632,0.982881,0.402092
1.0,10.0,0.1,0.01,0.0001,0.976226,0.98082,0.393225
1.0,10.0,0.1,0.001,0.1,0.969342,0.986379,0.524204
1.0,10.0,0.1,0.001,0.01,0.972358,0.985457,0.530256
1.0,10.0,0.1,0.001,0.001,0.977313,0.983045,0.414888
1.0,10.0,0.1,0.001,0.0001,0.971655,0.984706,0.496248
1.0,10.0,0.1,0.0001,0.1,0.967912,0.980852,0.417235
1.0,10.0,0.1,0.0001,0.01,0.977057,0.984554,0.491435
1.0,10.0,0.1,0.0001,0.001,0.972455,0.981634,0.387523
1.0,10.0,0.1,0.0001,0.0001,0.978255,0.98273,0.434145
1.0,10.0,1.0,0.01,0.1,0.974262,0.984748,0.493045
1.0,10.0,1.0,0.01,0.01,0.977912,0.982638,0.445676
1.0,10.0,1.0,0.01,0.001,0.976873,0.983121,0.394243
1.0,10.0,1.0,0.01,0.0001,0.975564,0.980969,0.382489
1.0,10.0,1.0,0.001,0.1,0.970911,0.98584,0.511538
1.0,10.0,1.0,0.001,0.01,0.976191,0.985663,0.518564
1.0,10.0,1.0,0.001,0.001,0.97374,0.98503,0.489129
1.0,10.0,1.0,0.001,0.0001,0.975661,0.985071,0.508646
1.0,10.0,1.0,0.0001,0.1,0.970634,0.978668,0.335591
1.0,10.0,1.0,0.0001,0.01,0.962642,0.978382,0.375526
1.0,10.0,1.0,0.0001,0.001,0.971617,0.979989,0.401471
1.0,10.0,1.0,0.0001,0.0001,0.967254,0.977741,0.349079
1.0,10.0,10.0,0.01,0.1,0.963636,0.976414,0.284716
1.0,10.0,10.0,0.01,0.01,0.974276,0.975814,0.258878
1.0,10.0,10.0,0.01,0.001,0.973314,0.974521,0.261427
1.0,10.0,10.0,0.01,0.0001,0.972119,0.972998,0.253301
1.0,10.0,10.0,0.001,0.1,0.967819,0.978093,0.32624
1.0,10.0,10.0,0.001,0.01,0.967005,0.97871,0.328179
1.0,10.0,10.0,0.001,0.001,0.97053,0.977337,0.316405
1.0,10.0,10.0,0.001,0.0001,0.968843,0.976792,0.292241
1.0,10.0,10.0,0.0001,0.1,0.927175,0.968082,0.204404
1.0,10.0,10.0,0.0001,0.01,0.951524,0.97562,0.297652
1.0,10.0,10.0,0.0001,0.001,0.943435,0.971805,0.255944
1.0,10.0,10.0,0.0001,0.0001,0.957472,0.975647,0.330484
