alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,0.0,10.0,0.001,0.001,0.769923,0.958151,0.403627
1.0,0.0,10.0,0.001,0.0001,0.775628,0.958135,0.406049
1.0,0.0,10.0,0.0001,0.1,0.746261,0.956617,0.372219
1.0,0.0,10.0,0.0001,0.01,0.75079,0.957562,0.377204
1.0,0.0,10.0,0.0001,0.001,0.748972,0.956817,0.375998
1.0,0.0,10.0,0.0001,0.0001,0.762855,0.957881,0.381652
1.0,0.1,0.0,0.01,0.1,0.795501,0.957634,0.426754
1.0,0.1,0.0,0.01,0.01,0.790543,0.95768,0.42621
1.0,0.1,0.0,0.01,0.001,0.798146,0.957056,0.435776
1.0,0.1,0.0,0.01,0.0001,0.797394,0.957484,0.452092
1.0,0.1,0.0,0.001,0.1,0.773996,0.957087,0.396202
1.0,0.1,0.0,0.001,0.01,0.760991,0.957494,0.397696
1.0,0.1,0.0,0.001,0.001,0.76113,0.957234,0.383113
1.0,0.1,0.0,0.001,0.0001,0.752709,0.957405,0.382072
1.0,0.1,0.0,0.0001,0.1,0.764687,0.958048,0.392616
1.0,0.1,0.0,0.0001,0.01,0.762217,0.957896,0.3817
1.0,0.1,0.0,0.0001,0.001,0.74725,0.956729,0.375559
1.0,0.1,0.0,0.0001,0.0001,0.766357,0.958933,0.391785
1.0,0.1,0.1,0.01,0.1,0.792701,0.956726,0.426144
1.0,0.1,0.1,0.01,0.01,0.794608,0.957626,0.431099
1.0,0.1,0.1,0.01,0.001,0.799322,0.956811,0.442276
1.0,0.1,0.1,0.01,0.0001,0.802518,0.957411,0.451781
1.0,0.1,0.1,0.001,0.1,0.78241,0.957636,0.416731
1.0,0.1,0.1,0.001,0.01,0.76223,0.957986,0.40802
1.0,0.1,0.1,0.001,0.001,0.766587,0.958348,0.393842
1.0,0.1,0.1,0.001,0.0001,0.759279,0.95754,0.390445
1.0,0.1,0.1,0.0001,0.1,0.764609,0.95815,0.399914
1.0,0.1,0.1,0.0001,0.01,0.747326,0.956317,0.373802
1.0,0.1,0.1,0.0001,0.001,0.768569,0.958439,0.394572
1.0,0.1,0.1,0.0001,0.0001,0.741732,0.957817,0.374291
1.0,0.1,1.0,0.01,0.1,0.790807,0.957503,0.434679
1.0,0.1,1.0,0.01,0.01,0.799035,0.957013,0.438931
1.0,0.1,1.0,0.01,0.001,0.80387,0.957765,0.445911
1.0,0.1,1.0,0.01,0.0001,0.803162,0.958825,0.442207
1.0,0.1,1.0,0.001,0.1,0.7827,0.958455,0.418166
1.0,0.1,1.0,0.001,0.01,0.759949,0.95737,0.38742
1.0,0.1,1.0,0.001,0.001,0.776059,0.958284,0.40301
1.0,0.1,1.0,0.001,0.0001,0.783039,0.960213,0.419251
1.0,0.1,1.0,0.0001,0.1,0.751622,0.956972,0.379156
1.0,0.1,1.0,0.0001,0.01,0.761988,0.958507,0.383827
1.0,0.1,1.0,0.0001,0.001,0.74602,0.957061,0.380224
1.0,0.1,1.0,0.0001,0.0001,0.754609,0.956821,0.378481
1.0,0.1,10.0,0.01,0.1,0.796166,0.956867,0.436623
1.0,0.1,10.0,0.01,0.01,0.803005,0.957567,0.44761
1.0,0.1,10.0,0.01,0.001,0.797338,0.957349,0.430948
1.0,0.1,10.0,0.01,0.0001,0.777948,0.958253,0.413861
1.0,0.1,10.0,0.001,0.1,0.766532,0.95714,0.392916
1.0,0.1,10.0,0.001,0.01,0.775645,0.957653,0.404986
1.0,0.1,10.0,0.001,0.001,0.776801,0.95953,0.411272
1.0,0.1,10.0,0.001,0.0001,0.776224,0.959251,0.412634
1.0,0.1,10.0,0.0001,0.1,0.774978,0.959291,0.401589
1.0,0.1,10.0,0.0001,0.01,0.754711,0.957089,0.37494
1.0,0.1,10.0,0.0001,0.001,0.758707,0.958062,0.381831
1.0,0.1,10.0,0.0001,0.0001,0.750875,0.956801,0.376384
1.0,1.0,0.0,0.01,0.1,0.784794,0.957514,0.433521
1.0,1.0,0.0,0.01,0.01,0.792357,0.956802,0.438021
1.0,1.0,0.0,0.01,0.001,0.80803,0.95804,0.448355
1.0,1.0,0.0,0.01,0.0001,0.756581,0.957109,0.376727
1.0,1.0,0.0,0.001,0.1,0.759873,0.956484,0.396936
1.0,1.0,0.0,0.001,0.01,0.751299,0.957028,0.373897
1.0,1.0,0.0,0.001,0.001,0.75516,0.957498,0.383843
1.0,1.0,0.0,0.001,0.0001,0.757447,0.957865,0.38603
1.0,1.0,0.0,0.0001,0.1,0.759481,0.957207,0.390069
1.0,1.0,0.0,0.0001,0.01,0.751388,0.957323,0.376626
1.0,1.0,0.0,0.0001,0.001,0.752273,0.956482,0.369633
1.0,1.0,0.0,0.0001,0.0001,0.742848,0.956613,0.372384
1.0,1.0,0.1,0.01,0.1,0.79057,0.956263,0.427895
1.0,1.0,0.1,0.01,0.01,0.793085,0.956054,0.437728
1.0,1.0,0.1,0.01,0.001,0.78108,0.957079,0.410378
1.0,1.0,0.1,0.01,0.0001,0.749664,0.956352,0.370878
1.0,1.0,0.1,0.001,0.1,0.767306,0.957909,0.403131
1.0,1.0,0.1,0.001,0.01,0.745011,0.957098,0.373527
1.0,1.0,0.1,0.001,0.001,0.767785,0.959061,0.399458
1.0,1.0,0.1,0.001,0.0001,0.765789,0.957801,0.388787
1.0,1.0,0.1,0.0001,0.1,0.754015,0.957076,0.381385
1.0,1.0,0.1,0.0001,0.01,0.752047,0.957423,0.378078
1.0,1.0,0.1,0.0001,0.001,0.750083,0.957317,0.379242
1.0,1.0,0.1,0.0001,0.0001,0.761423,0.957317,0.378571
1.0,1.0,1.0,0.01,0.1,0.792179,0.957885,0.431915
1.0,1.0,1.0,0.01,0.01,0.798855,0.957385,0.437838
1.0,1.0,1.0,0.01,0.001,0.795442,0.956832,0.444552
1.0,1.0,1.0,0.01,0.0001,0.762309,0.957158,0.399923
1.0,1.0,1.0,0.001,0.1,0.767983,0.957743,0.40542
1.0,1.0,1.0,0.001,0.01,0.753182,0.957016,0.384064
1.0,1.0,1.0,0.001,0.001,0.760712,0.95763,0.387808
1.0,1.0,1.0,0.001,0.0001,0.752099,0.956696,0.383905
1.0,1.0,1.0,0.0001,0.1,0.749862,0.957262,0.371331
1.0,1.0,1.0,0.0001,0.01,0.753119,0.957184,0.376758
1.0,1.0,1.0,0.0001,0.001,0.760725,0.95788,0.38675
1.0,1.0,1.0,0.0001,0.0001,0.765556,0.958661,0.388654
1.0,1.0,10.0,0.01,0.1,0.795716,0.957955,0.439302
1.0,1.0,10.0,0.01,0.01,0.803872,0.958985,0.446315
1.0,1.0,10.0,0.01,0.001,0.798949,0.957418,0.431164
1.0,1.0,10.0,0.01,0.0001,0.782689,0.957988,0.416748
1.0,1.0,10.0,0.001,0.1,0.781014,0.958818,0.40545
1.0,1.0,10.0,0.001,0.01,0.767395,0.958507,0.401781
1.0,1.0,10.0,0.001,0.001,0.771582,0.958496,0.400305
1.0,1.0,10.0,0.001,0.0001,0.777793,0.958343,0.406353
1.0,1.0,10.0,0.0001,0.1,0.755169,0.957588,0.377288
1.0,1.0,10.0,0.0001,0.01,0.75858,0.958101,0.386522
1.0,1.0,10.0,0.0001,0.001,0.757414,0.958188,0.384342
1.0,1.0,10.0,0.0001,0.0001,0.754702,0.957324,0.371963
1.0,10.0,0.0,0.01,0.1,0.790511,0.955361,0.435037
1.0,10.0,0.0,0.01,0.01,0.781925,0.957092,0.408802
1.0,10.0,0.0,0.01,0.001,0.762462,0.957835,0.380422
1.0,10.0,0.0,0.01,0.0001,0.752717,0.957265,0.376744
1.0,10.0,0.0,0.001,0.1,0.764048,0.958116,0.379581
1.0,10.0,0.0,0.001,0.01,0.767654,0.958547,0.392948
1.0,10.0,0.0,0.001,0.001,0.756659,0.958493,0.38334
1.0,10.0,0.0,0.001,0.0001,0.750733,0.957902,0.376752
1.0,10.0,0.0,0.0001,0.1,0.748214,0.956808,0.375015
1.0,10.0,0.0,0.0001,0.01,0.747694,0.956374,0.37296
1.0,10.0,0.0,0.0001,0.001,0.754347,0.957101,0.381363
1.0,10.0,0.0,0.0001,0.0001,0.74925,0.957332,0.377661
1.0,10.0,0.1,0.01,0.1,0.796377,0.957097,0.433321
1.0,10.0,0.1,0.01,0.01,0.800239,0.956957,0.445491
1.0,10.0,0.1,0.01,0.001,0.751041,0.957553,0.381359
1.0,10.0,0.1,0.01,0.0001,0.747122,0.957277,0.367477
1.0,10.0,0.1,0.001,0.1,0.753146,0.957247,0.3847
1.0,10.0,0.1,0.001,0.01,0.75029,0.956493,0.370168
1.0,10.0,0.1,0.001,0.001,0.745731,0.956475,0.370482
1.0,10.0,0.1,0.001,0.0001,0.750839,0.956893,0.372302
1.0,10.0,0.1,0.0001,0.1,0.75618,0.956559,0.377061
1.0,10.0,0.1,0.0001,0.01,0.752652,0.957447,0.377186
1.0,10.0,0.1,0.0001,0.001,0.759983,0.957304,0.382066
1.0,10.0,0.1,0.0001,0.0001,0.748852,0.956587,0.374017
1.0,10.0,1.0,0.01,0.1,0.795991,0.957483,0.437804
1.0,10.0,1.0,0.01,0.01,0.798979,0.958075,0.431671
1.0,10.0,1.0,0.01,0.001,0.754767,0.955768,0.373092
1.0,10.0,1.0,0.01,0.0001,0.761596,0.957473,0.380511
1.0,10.0,1.0,0.001,0.1,0.75794,0.956994,0.377117
1.0,10.0,1.0,0.001,0.01,0.759181,0.957484,0.383274
1.0,10.0,1.0,0.001,0.001,0.757667,0.957956,0.381682
1.0,10.0,1.0,0.001,0.0001,0.760764,0.957081,0.380566
1.0,10.0,1.0,0.0001,0.1,0.753378,0.957322,0.37628
1.0,10.0,1.0,0.0001,0.01,0.748792,0.957453,0.381126
1.0,10.0,1.0,0.0001,0.001,0.756822,0.95708,0.38179
1.0,10.0,1.0,0.0001,0.0001,0.755935,0.957047,0.37565
1.0,10.0,10.0,0.01,0.1,0.80069,0.957415,0.443249
1.0,10.0,10.0,0.01,0.01,0.793778,0.957843,0.443279
1.0,10.0,10.0,0.01,0.001,0.778876,0.957868,0.414089
1.0,10.0,10.0,0.01,0.0001,0.771288,0.958261,0.401632
1.0,10.0,10.0,0.001,0.1,0.767113,0.956731,0.388342
1.0,10.0,10.0,0.001,0.01,0.754767,0.956793,0.380573
1.0,10.0,10.0,0.001,0.001,0.765723,0.958874,0.392834
1.0,10.0,10.0,0.001,0.0001,0.760123,0.957487,0.387952
1.0,10.0,10.0,0.0001,0.1,0.763266,0.957603,0.38971
1.0,10.0,10.0,0.0001,0.01,0.747257,0.957125,0.372742
1.0,10.0,10.0,0.0001,0.001,0.752941,0.956524,0.371949
1.0,10.0,10.0,0.0001,0.0001,0.760529,0.957946,0.382635
