alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,0.1,1.0,0.0001,0.1,0.982155,0.977518,0.222433
1.0,0.1,1.0,0.0001,0.01,0.981726,0.980276,0.298567
1.0,0.1,1.0,0.0001,0.001,0.982393,0.978881,0.253175
1.0,0.1,1.0,0.0001,0.0001,0.982706,0.978891,0.25174
1.0,0.1,10.0,0.01,0.1,0.981023,0.980196,0.296382
1.0,0.1,10.0,0.01,0.01,0.982578,0.980547,0.292649
1.0,0.1,10.0,0.01,0.001,0.981917,0.981615,0.331327
1.0,0.1,10.0,0.01,0.0001,0.982121,0.980119,0.279227
1.0,0.1,10.0,0.001,0.1,0.981041,0.982055,0.35966
1.0,0.1,10.0,0.001,0.01,0.980687,0.981751,0.343411
1.0,0.1,10.0,0.001,0.001,0.98157,0.981882,0.354073
1.0,0.1,10.0,0.001,0.0001,0.981884,0.98199,0.321109
1.0,0.1,10.0,0.0001,0.1,0.981738,0.983277,0.348953
1.0,0.1,10.0,0.0001,0.01,0.982441,0.979211,0.279233
1.0,0.1,10.0,0.0001,0.001,0.981752,0.976665,0.201638
1.0,0.1,10.0,0.0001,0.0001,0.981179,0.980867,0.286022
1.0,1.0,0.0,0.01,0.1,0.982213,0.975133,0.162768
1.0,1.0,0.0,0.01,0.01,0.982647,0.97408,0.161183
1.0,1.0,0.0,0.01,0.001,0.980765,0.973651,0.127666
1.0,1.0,0.0,0.01,0.0001,0.981579,0.973922,0.131719
1.0,1.0,0.0,0.001,0.1,0.981453,0.975397,0.142026
1.0,1.0,0.0,0.001,0.01,0.982509,0.974173,0.156785
1.0,1.0,0.0,0.001,0.001,0.981321,0.974793,0.125832
1.0,1.0,0.0,0.001,0.0001,0.983173,0.974445,0.200001
1.0,1.0,0.0,0.0001,0.1,0.980983,0.973034,0.16517
1.0,1.0,0.0,0.0001,0.01,0.981529,0.972508,0.110778
1.0,1.0,0.0,0.0001,0.001,0.982173,0.971513,0.083767
1.0,1.0,0.0,0.0001,0.0001,0.98165,0.973436,0.157444
1.0,1.0,0.1,0.01,0.1,0.982891,0.972982,0.197631
1.0,1.0,0.1,0.01,0.01,0.982152,0.973036,0.141184
1.0,1.0,0.1,0.01,0.001,0.981255,0.973322,0.188384
1.0,1.0,0.1,0.01,0.0001,0.981364,0.973106,0.154421
1.0,1.0,0.1,0.001,0.1,0.981399,0.974563,0.168257
1.0,1.0,0.1,0.001,0.01,0.983258,0.970934,0.091005
1.0,1.0,0.1,0.001,0.001,0.981861,0.9747,0.13466
1.0,1.0,0.1,0.001,0.0001,0.980599,0.971753,0.09122
1.0,1.0,0.1,0.0001,0.1,0.981271,0.973524,0.193061
1.0,1.0,0.1,0.0001,0.01,0.982088,0.973665,0.133891
1.0,1.0,0.1,0.0001,0.001,0.980933,0.971529,0.12042
1.0,1.0,0.1,0.0001,0.0001,0.980975,0.972873,0.174183
1.0,1.0,1.0,0.01,0.1,0.98089,0.977138,0.228737
1.0,1.0,1.0,0.01,0.01,0.981524,0.97712,0.212757
1.0,1.0,1.0,0.01,0.001,0.980286,0.978013,0.225513
1.0,1.0,1.0,0.01,0.0001,0.982005,0.976879,0.178479
1.0,1.0,1.0,0.001,0.1,0.981818,0.976233,0.172145
1.0,1.0,1.0,0.001,0.01,0.982832,0.975945,0.179572
1.0,1.0,1.0,0.001,0.001,0.981421,0.974562,0.173059
1.0,1.0,1.0,0.001,0.0001,0.981314,0.976105,0.152005
1.0,1.0,1.0,0.0001,0.1,0.980523,0.975022,0.16903
1.0,1.0,1.0,0.0001,0.01,0.982166,0.974536,0.165466
1.0,1.0,1.0,0.0001,0.001,0.981638,0.977689,0.24812
1.0,1.0,1.0,0.0001,0.0001,0.981894,0.97382,0.16125
1.0,1.0,10.0,0.01,0.1,0.982119,0.977429,0.27781
1.0,1.0,10.0,0.01,0.01,0.980809,0.975907,0.267796
1.0,1.0,10.0,0.01,0.001,0.981605,0.978708,0.264807
1.0,1.0,10.0,0.01,0.0001,0.98205,0.981191,0.293344
1.0,1.0,10.0,0.001,0.1,0.98157,0.980901,0.285949
1.0,1.0,10.0,0.001,0.01,0.982289,0.981159,0.322382
1.0,1.0,10.0,0.001,0.001,0.9813,0.980549,0.305716
1.0,1.0,10.0,0.001,0.0001,0.981525,0.982265,0.315423
1.0,1.0,10.0,0.0001,0.1,0.981252,0.978537,0.247107
1.0,1.0,10.0,0.0001,0.01,0.982367,0.980856,0.268756
1.0,1.0,10.0,0.0001,0.001,0.98344,0.982733,0.330135
1.0,1.0,10.0,0.0001,0.0001,0.98164,0.979029,0.249553
1.0,10.0,0.0,0.01,0.1,0.9766,0.973289,0.141153
1.0,10.0,0.0,0.01,0.01,0.9795,0.974222,0.131249
1.0,10.0,0.0,0.01,0.001,0.982245,0.973778,0.158052
1.0,10.0,0.0,0.01,0.0001,0.981382,0.971703,0.107764
1.0,10.0,0.0,0.001,0.1,0.981917,0.974839,0.15138
1.0,10.0,0.0,0.001,0.01,0.981873,0.975857,0.163153
1.0,10.0,0.0,0.001,0.001,0.981664,0.974446,0.159418
1.0,10.0,0.0,0.001,0.0001,0.980769,0.973109,0.15764
1.0,10.0,0.0,0.0001,0.1,0.981212,0.973934,0.180497
1.0,10.0,0.0,0.0001,0.01,0.981678,0.973353,0.196472
1.0,10.0,0.0,0.0001,0.001,0.981264,0.974237,0.14885
1.0,10.0,0.0,0.0001,0.0001,0.981591,0.97342,0.172262
1.0,10.0,0.1,0.01,0.1,0.980345,0.973054,0.170606
1.0,10.0,0.1,0.01,0.01,0.982588,0.974546,0.140711
1.0,10.0,0.1,0.01,0.001,0.980966,0.972003,0.076207
1.0,10.0,0.1,0.01,0.0001,0.982209,0.975204,0.159241
1.0,10.0,0.1,0.001,0.1,0.98205,0.97482,0.190287
1.0,10.0,0.1,0.001,0.01,0.982039,0.973549,0.125104
1.0,10.0,0.1,0.001,0.001,0.981619,0.975007,0.156117
1.0,10.0,0.1,0.001,0.0001,0.981932,0.973093,0.141
1.0,10.0,0.1,0.0001,0.1,0.982197,0.974519,0.167033
1.0,10.0,0.1,0.0001,0.01,0.98077,0.973916,0.155469
1.0,10.0,0.1,0.0001,0.001,0.981425,0.974419,0.178942
1.0,10.0,0.1,0.0001,0.0001,0.980921,0.970091,0.079709
1.0,10.0,1.0,0.01,0.1,0.982895,0.974132,0.154323
1.0,10.0,1.0,0.01,0.01,0.981562,0.974643,0.127286
1.0,10.0,1.0,0.01,0.001,0.982162,0.974441,0.170312
1.0,10.0,1.0,0.01,0.0001,0.981543,0.974895,0.160789
1.0,10.0,1.0,0.001,0.1,0.982311,0.973164,0.139696
1.0,10.0,1.0,0.001,0.01,0.982301,0.973423,0.15046
1.0,10.0,1.0,0.001,0.001,0.980687,0.972936,0.141891
1.0,10.0,1.0,0.001,0.0001,0.98097,0.974898,0.150451
1.0,10.0,1.0,0.0001,0.1,0.981496,0.975107,0.180405
1.0,10.0,1.0,0.0001,0.01,0.981695,0.973476,0.122943
1.0,10.0,1.0,0.0001,0.001,0.981479,0.973991,0.178367
1.0,10.0,1.0,0.0001,0.0001,0.981444,0.974079,0.15363
1.0,10.0,10.0,0.01,0.1,0.981226,0.97392,0.186521
1.0,10.0,10.0,0.01,0.01,0.981406,0.976825,0.179121
1.0,10.0,10.0,0.01,0.001,0.981563,0.976818,0.172048
1.0,10.0,10.0,0.01,0.0001,0.981139,0.976843,0.217977
1.0,10.0,10.0,0.001,0.1,0.98124,0.976835,0.159319
1.0,10.0,10.0,0.001,0.01,0.980945,0.976857,0.181567
1.0,10.0,10.0,0.001,0.001,0.981851,0.976018,0.169245
1.0,10.0,10.0,0.001,0.0001,0.981569,0.976419,0.167464
1.0,10.0,10.0,0.0001,0.1,0.982571,0.97419,0.154788
1.0,10.0,10.0,0.0001,0.01,0.982434,0.976975,0.193636
1.0,10.0,10.0,0.0001,0.001,0.981323,0.975663,0.19351
1.0,10.0,10.0,0.0001,0.0001,0.98135,0.976718,0.223536
