alpha,l1,l2,lr,wd,AUC,nDCG,KT
1.0,1.0,0.7,0.01,0.01,0.498365,0.927837,0.09703
1.0,1.0,0.7,0.01,0.001,0.497963,0.925978,0.078589
1.0,1.0,0.7,0.01,0.0001,0.493479,0.925398,0.077029
1.0,1.0,0.8,0.01,0.1,0.504275,0.93375,0.252134
1.0,1.0,0.8,0.01,0.01,0.507212,0.927586,0.126069
1.0,1.0,0.8,0.01,0.001,0.499745,0.925196,0.057712
1.0,1.0,0.8,0.01,0.0001,0.498434,0.925767,0.095087
1.0,1.0,0.9,0.01,0.1,0.523865,0.933703,0.240834
1.0,1.0,0.9,0.01,0.01,0.482854,0.927735,0.109576
1.0,1.0,0.9,0.01,0.001,0.498144,0.924979,0.05404
1.0,1.0,0.9,0.01,0.0001,0.501956,0.924538,0.052578
1.0,1.0,1.0,0.01,0.1,0.50988,0.934233,0.264776
1.0,1.0,1.0,0.01,0.01,0.533826,0.927048,0.08906
1.0,1.0,1.0,0.01,0.001,0.474114,0.924804,0.05537
1.0,1.0,1.0,0.01,0.0001,0.503873,0.925032,0.068217
1.0,1.0,2.0,0.01,0.1,0.51669,0.934383,0.247346
1.0,1.0,2.0,0.01,0.01,0.508534,0.927214,0.087551
1.0,1.0,2.0,0.01,0.001,0.521683,0.925697,0.073757
1.0,1.0,2.0,0.01,0.0001,0.486048,0.925529,0.067808
1.0,1.0,3.0,0.01,0.1,0.507734,0.93245,0.234269
1.0,1.0,3.0,0.01,0.01,0.5048,0.925581,0.081738
1.0,1.0,3.0,0.01,0.001,0.513456,0.925043,0.060838
1.0,1.0,3.0,0.01,0.0001,0.506827,0.925541,0.068157
1.0,1.0,4.0,0.01,0.1,0.515561,0.931362,0.177365
1.0,1.0,4.0,0.01,0.01,0.531358,0.926318,0.07709
1.0,1.0,4.0,0.01,0.001,0.532128,0.925012,0.052571
1.0,1.0,4.0,0.01,0.0001,0.48642,0.925288,0.062573
1.0,1.0,5.0,0.01,0.1,0.53582,0.928473,0.120867
1.0,1.0,5.0,0.01,0.01,0.499458,0.925511,0.062677
1.0,1.0,5.0,0.01,0.001,0.498255,0.924904,0.065612
1.0,1.0,5.0,0.01,0.0001,0.499217,0.92434,0.055826
1.0,1.0,6.0,0.01,0.1,0.524269,0.927997,0.147312
1.0,1.0,6.0,0.01,0.01,0.510009,0.926275,0.08673
1.0,1.0,6.0,0.01,0.001,0.48874,0.924998,0.059179
1.0,1.0,6.0,0.01,0.0001,0.493492,0.924883,0.062723
1.0,1.0,7.0,0.01,0.1,0.502193,0.926904,0.117808
1.0,1.0,7.0,0.01,0.01,0.478181,0.924805,0.061123
1.0,1.0,7.0,0.01,0.001,0.507515,0.926362,0.10471
1.0,1.0,7.0,0.01,0.0001,0.506408,0.925446,0.06355
1.0,1.0,8.0,0.01,0.1,0.532444,0.929094,0.140693
1.0,1.0,8.0,0.01,0.01,0.507458,0.925265,0.069419
1.0,1.0,8.0,0.01,0.001,0.490792,0.925279,0.058156
1.0,1.0,8.0,0.01,0.0001,0.476412,0.925838,0.075822
1.0,1.0,9.0,0.01,0.1,0.516054,0.927888,0.12287
1.0,1.0,9.0,0.01,0.01,0.512894,0.925979,0.0933
1.0,1.0,9.0,0.01,0.001,0.506027,0.926192,0.087039
1.0,1.0,9.0,0.01,0.0001,0.519357,0.925767,0.071679
1.0,1.0,10.0,0.01,0.1,0.521023,0.928235,0.131097
1.0,1.0,10.0,0.01,0.01,0.483867,0.925151,0.051469
1.0,1.0,10.0,0.01,0.001,0.499629,0.924478,0.049222
1.0,1.0,10.0,0.01,0.0001,0.509441,0.926302,0.094012
